experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,109,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved?","In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved??",the problem,a problem,0.0,0.5,0.5,2,2025-07-11T15:31:24.283287
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,110,Is a problem instance typically characterized as abstract or concrete,Is a problem instance typically characterized as abstract or concrete?,concrete,concrete,1.0,1.0,1.0,1,2025-07-11T15:31:24.487839
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,111,What is another name for any given measure of input associated with a problem,What is another name for any given measure of input associated with a problem?,instances,data,0.0,0.0,0.0,1,2025-07-11T15:31:24.946936
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,112,What is the general term used to describe the output to any given input in a problem instance,What is the general term used to describe the output to any given input in a problem instance?,solution,output,0.0,0.0,0.0,1,2025-07-11T15:31:25.370762
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,113,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany?,2000,,0.0,0.0,0.0,0,2025-07-11T15:31:25.522087
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,114,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,round trip through all sites in Milan,the battle of thermopylae,0.0,0.0,0.0,4,2025-07-11T15:31:25.800135
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,115,What does computational complexity theory most specifically seek to answer?,What does computational complexity theory most specifically seek to answer??,computational problems,computational problem,0.0,0.5,0.5,2,2025-07-11T15:31:26.224400
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,116,"In a computational problem, what can be described as a string over an alphabet","In a computational problem, what can be described as a string over an alphabet?",problem instance,patterns,0.0,0.0,0.0,1,2025-07-11T15:31:26.764582
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,117,What is the name of the alphabet is most commonly used in a problem instance,What is the name of the alphabet is most commonly used in a problem instance?,binary alphabet,anagram,0.0,0.0,0.0,1,2025-07-11T15:31:27.499647
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,118,What is another term for the string of a problem instance,What is another term for the string of a problem instance?,bitstrings,java. util,0.0,0.0,0.0,2,2025-07-11T15:31:27.995304
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,119,"In the encoding of mathematical objects, what is the way in which integers are commonly expressed","In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",binary notation,binary interpretation of the numbers,0.0,0.28571428571428575,0.5,5,2025-07-11T15:31:28.225446
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,120,What is one way in which graphs can be encoded?,What is one way in which graphs can be encoded??,adjacency matrices,factorials n!,0.0,0.0,0.0,2,2025-07-11T15:31:28.775525
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,121,What kind of problems are one of the main topics studied in computational complexity theory,What kind of problems are one of the main topics studied in computational complexity theory?,Decision problems,computational problems,0.0,0.5,0.5,2,2025-07-11T15:31:29.049828
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,122,What are the two simple word responses to a decision problem,What are the two simple word responses to a decision problem?,yes or no,yes,0.0,0.5,0.3333333333333333,1,2025-07-11T15:31:29.267872
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,123,What are the two integer responses to a decision problem,What are the two integer responses to a decision problem?,1 or 0,yes,0.0,0.0,0.0,1,2025-07-11T15:31:29.664540
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,124,What will the output be for a member of the language of a decision problem,What will the output be for a member of the language of a decision problem?,yes,yes,1.0,1.0,1.0,1,2025-07-11T15:31:30.084051
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,125,What answer denotes that an algorithm has accepted an input string,What answer denotes that an algorithm has accepted an input string?,yes,is or is not a response,0.0,0.0,0.0,6,2025-07-11T15:31:30.341069
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,126,What kind of graph is an example of an input used in a decision problem,What kind of graph is an example of an input used in a decision problem?,arbitrary graph,decision tree,0.0,0.0,0.0,2,2025-07-11T15:31:30.929184
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,127,What is the term for the set of all connected graphs related to this decision problem,What is the term for the set of all connected graphs related to this decision problem?,formal language,dominating set,0.0,0.0,0.0,2,2025-07-11T15:31:31.483980
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,128,What encoding decision needs to be made in order to determine an exact definition of the formal language,What encoding decision needs to be made in order to determine an exact definition of the formal language?,how graphs are encoded as binary strings,encoding decision,0.0,0.0,0.0,2,2025-07-11T15:31:32.223105
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,129,A function problem is an example of what,A function problem is an example of what?,a computational problem,computational complexity theory,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-11T15:31:32.428623
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,130,How many outputs are expected for each input in a function problem,How many outputs are expected for each input in a function problem?,a single output,single,0.0,0.5,0.3333333333333333,1,2025-07-11T15:31:32.786900
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,131,The traveling salesman problem is an example of what type of problem,The traveling salesman problem is an example of what type of problem?,A function problem,school bus routing problem,0.0,0.28571428571428575,0.3333333333333333,4,2025-07-11T15:31:33.268376
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,132,"In addition to the traveling salesman problem, what is another example of a function problem","In addition to the traveling salesman problem, what is another example of a function problem?",the integer factorization problem,traveling purchaser problem,0.0,0.28571428571428575,0.25,3,2025-07-11T15:31:33.524920
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,133,Is the output of a functional problem typically characterized by a simple or complex answer,Is the output of a functional problem typically characterized by a simple or complex answer?,complex,yes or no,0.0,0.0,0.0,3,2025-07-11T15:31:33.749418
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,134,How can function problems typically be restated,How can function problems typically be restated?,decision problems,how can problem / solution be restated,0.0,0.0,0.0,7,2025-07-11T15:31:34.373351
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,135,"If two integers are multiplied and output a value, what is this expression set called","If two integers are multiplied and output a value, what is this expression set called?",set of triples,set,0.0,0.5,0.3333333333333333,1,2025-07-11T15:31:34.706826
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,136,What is a commonly used measurement used to determine the complexity of a computational problem,What is a commonly used measurement used to determine the complexity of a computational problem?,how much time the best algorithm requires to solve the problem,,0.0,0.0,0.0,0,2025-07-11T15:31:35.108686
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,137,What is one variable on which the running time may be contingent,What is one variable on which the running time may be contingent?,the instance,architecture,0.0,0.0,0.0,1,2025-07-11T15:31:35.998874
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,138,How is the time needed to obtain the solution to a problem calculated,How is the time needed to obtain the solution to a problem calculated?,as a function of the size of the instance,,0.0,0.0,0.0,0,2025-07-11T15:31:36.319133
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,139,In what unit is the size of the input measured,In what unit is the size of the input measured?,bits,in si units,0.0,0.0,0.0,3,2025-07-11T15:31:36.827364
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,140,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,variable a against variable b,0.0,0.0,0.0,5,2025-07-11T15:31:37.249497
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,141,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?,Cobham's thesis,stephen cook,0.0,0.0,0.0,2,2025-07-11T15:31:37.489280
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,142,"If input size is is equal to n, what can respectively be assumed is the function of n","If input size is is equal to n, what can respectively be assumed is the function of n?",the time taken,receiving input,0.0,0.0,0.0,2,2025-07-11T15:31:38.033635
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,143,What term corresponds to the maximum measurement of time across all functions of n?,What term corresponds to the maximum measurement of time across all functions of n??,worst-case time complexity,n / a,0.0,0.0,0.0,3,2025-07-11T15:31:38.333806
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,144,How is worst-case time complexity written as an expression,How is worst-case time complexity written as an expression?,T(n),asymptotic notation,0.0,0.0,0.0,2,2025-07-11T15:31:38.565681
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,145,"Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm","Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?",polynomial time algorithm,t - function,0.0,0.0,0.0,3,2025-07-11T15:31:39.226144
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,146,What is the term for a mathematical model that theoretically represents a general computing machine,What is the term for a mathematical model that theoretically represents a general computing machine?,A Turing machine,computational model,0.0,0.0,0.0,2,2025-07-11T15:31:39.885978
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,147,It is generally assumed that a Turing machine can solve anything capable of also being solved using what,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?,an algorithm,lambda calculus,0.0,0.0,0.0,2,2025-07-11T15:31:40.525474
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,148,What is the most commonplace model utilized in complexity theory,What is the most commonplace model utilized in complexity theory?,the Turing machine,stock market model,0.0,0.0,0.0,3,2025-07-11T15:31:40.788951
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,SQuAD,149,What does a Turing machine handle on a strip of tape,What does a Turing machine handle on a strip of tape?,symbols,symbols,1.0,1.0,1.0,1,2025-07-11T15:31:40.965904
